;full_name;df_index;birth_date;country;soccRole;team;cluster;games;mins_played;touches;xG;npxG;opxG;goals;npgoals;opgoals;shots;npshots;opshots;xGoT;xA;opxA;xOVA;xT;xT_from_passes;xT_from_carries;xT_from_passes_received;xg_blocked;xg_against_team;id;Giocatore_x;Anno;Età;Ruolo;Minuti;Tiri;Tiri in porta;Tiri da area;Tiri da area piccola;Tiri fuori area;Tiri di testa;Tiri di rigore;Gol;Gol da area;Gol da area piccola;Gol fuori area;Gol di testa;Gol di piede;Gol su PI;Gol su Pun. Centrale;Gol su Pun. Laterale;Gol su Corner;Gol su Rimessa;Gol su rigore;Gol su sviluppo rigore;Gol su Pun. Diretta;Gol su sviluppo Pun. Diretta;Precisione;Precisione da area;Precisione da fuori area;Tiri su Occasione Gol;Tiri su Promettente;Passaggi Chiave;Passaggi Chiave in area;Passaggi Chiave ricevuti;Passaggi Chiave ricevuti in area;Assist;Assist Vincenti;Assist in area;Assist Vincenti in area;Third pass;Third pass vincenti;Gol procurati;Assist V + Third pass V;Assist V + Third pass V + Gol procurati;Triangolazioni;Triangolazioni fatte;Triangolazioni chiuse;Passaggi;Passaggi ricevuti;Palle Laterali;Cross;Cross riusciti;Cross vincenti;Traversoni;Traversoni riusciti;Traversoni vincenti;Cut Back;Cut Back riusciti;Cut Back vincenti;Perde palla;Propria metà campo;Recupera palla;Metà campo avversaria;Dribbling;Dribbling vincenti;Dribbling subiti;Dribbling perdenti subiti;Duelli;Duelli di gioco;Duelli vinti;Duelli nella metà campo offensiva;Duelli vinti nella metà campo offensiva;Duelli aerei;Duelli aerei vinti;Duelli tackle;Duelli tackle vinti;Interventi decisivi +;Interventi decisivi -;Reti subite squadra;Falli fatti;Falli subiti;In Fuorigioco;Ammonizioni;Espulsioni;Doppie Ammonizioni;Parate;Gol subiti;Uscite;Tiri in porta subiti;Rigori;Rigori parati;Interventi decisivi +2;Interventi decisivi -3;Passaggi portiere;Passaggi portiere +;Lanci;Lanci +;% Realizzazione;Realizzazione da area;Realizzazione da fuori area;Realizzazione su rigore;Realizzazione su Occasione Gol;Realizzazione su Promettente;lanci/passaggi portiere ricevuti;lanci/passaggi portiere ricevuti campo off.;% Passaggi riusciti;% Cross riusciti;% Cross vincenti;% Traversoni riusciti;% Traversoni vincenti;% Cut Back riusciti;% Cut Back vincenti;H media recupera palla (no P);% dribbling vincenti;% dribbling perdenti subiti;% duelli vinti;% duelli vinti nella metà campo offensiva;% duelli arei vinti;% duelli tackle vinti;Minuti giocati / gol subiti;H media falli (m);% parate su tiri in porta subiti;% passaggi +;% passaggi su gioco portiere;% lanci +;% lanci su gioco portiere;skill_id;Player ID;Player;Position_x;Position Group;Minutes Played;Minutes Played TIP;Minutes Played OTIP;Player ID.1;Distance;Running Distance;HSR Distance;Sprinting Distance;HI Distance;Count HSR;Count Sprint;Count HI;Count Medium Acceleration;Count High Acceleration;Count Medium Deceleration;Count High Deceleration;PSV-99;Distance TIP;Running Distance TIP;HSR Distance TIP;Sprinting Distance TIP;HI Distance TIP;Count HSR TIP;Count Sprint TIP;Count HI TIP;Count Medium Acceleration TIP;Count High Acceleration TIP;Count Medium Deceleration TIP;Count High Deceleration TIP;Distance OTIP;Running Distance OTIP;HSR Distance OTIP;Sprinting Distance OTIP;HI Distance OTIP;Count HSR OTIP;Count Sprint OTIP;Count HI OTIP;Count Medium Acceleration OTIP;Count High Acceleration OTIP;Count Medium Deceleration OTIP;Count High Deceleration OTIP;M/min;M/min TIP;M/min OTIP;Count High Acceleration OTIP_p90;Count High Acceleration TIP_p90;Count High Deceleration OTIP_p90;Count High Deceleration TIP_p90;Count HSR OTIP_p90;Count HSR TIP_p90;Count Medium Acceleration OTIP_p90;Count Medium Acceleration TIP_p90;Count Medium Deceleration OTIP_p90;Count Medium Deceleration TIP_p90;Count Sprint OTIP_p90;Count Sprint TIP_p90;Distance OTIP_p90;Distance TIP_p90;HI Distance OTIP_p90;HI Distance TIP_p90;HSR Distance OTIP_p90;HSR Distance TIP_p90;Ammonizioni_p90;Assist_p90;Cross_p90;Cut Back_p90;Dribbling_p90;Espulsioni_p90;Falli subiti_p90;In Fuorigioco_p90;Third pass_p90;Tiri_p90;Tiri da area_p90;Tiri di testa_p90;Tiri fuori area_p90;Traversoni_p90;Triangolazioni_p90;Palle Laterali_p90;Passaggi Chiave_p90;Passaggi Chiave ricevuti_p90;Duelli aerei_p100;Duelli di gioco_p100;Duelli tackle_p100;Falli fatti_p100;Recupera palla_p100;Duelli nella metà campo offensiva_p100;cluster_bay;cluster_0;cluster_1;cluster_2;cluster_3;name;hybrid;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;Date of birth;Place of birth;Age;Height;Citizenship;Position_y;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club;Squad;Starting eleven;Substituted in;On the bench;Suspended;Injured;Giocatore_y;val_num
174;Sebastiano Luperto;241;06/09/1996;Italy;CB;Empoli;Ball stopper;24;1958;1273;0.7152758;0.7152758;0.0262912;0;0;0;9;9;2;0.4026122;0.4954472;0.4823664;0.7897306;1.2156796;0.9108802;0.3047994;-0.3495845;1.947686;41.5968727;7479;LUPERTO S.;1996;26;D;2112;9;6;7;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;400;100;0;3;60;5;10;7;6;2;2;2;2;0;0;2;2;1;1;0;977;694;5;5;2;1;0;0;0;0;0;0;68;17;179;23;5;4;36;18;307;302;181;83;39;105;61;126;93;5;1;40;30;5;1;8;1;1;0;40;0;0;0;0;5;1;0;0;0;0;0;0;0;;;0;3.333333333;0;84.73333333;33.33333333;16.66666667;;;;;27.85833333;75;47.80526316;56.64166667;37.84545455;58.16818182;69.43913043;51.89647059;51.75263158;;;;;;13446;13446;Sebastiano Luperto;LCB;Central Defender;2120.59;617.76;642.5;322704;219440;27271;9318;3107;12425;772;146;918;1927;128;1652;290;691.3;74296;9218;2194;482;2676;167;22;189;530;19;454;46;86314;14786;6200;2221;8421;503;93;596;864;38;608;81;103.4806351;120.2667703;134.340856;1.746680286;0.873340143;3.723186925;2.114402451;23.12053115;7.676200204;39.71399387;24.36159346;27.94688458;20.86823289;4.274770174;1.011235955;3967.446374;3415.035751;387.0735444;123.0030644;284.9846782;100.8478039;0.367722165;0.275791624;0.229826353;0;0.229826353;0.045965271;0.229826353;0.045965271;0.091930541;0.413687436;0.321756895;0.183861083;0.091930541;0;0.045965271;0.229826353;2.757916241;0.459652707;8.248232522;23.72348782;9.897879026;2.356637863;14.06127258;6.520031422;0;0.996907244;0.000189393;6.33E-09;0.002903357;Sebastiano Luperto;FALSE;;;;;;;;;Sep 6, 1996;Lecce;26;191;Italy;Defender - Centre-Back;left;Jul 18, 2022;Jun 30, 2023;;All Stars Managament;FC Empoli;€5.00m;Dec 12, 2019;Sebastiano Luperto;LUPERTO S.;278531;13446;33;€3.00m;;Obligation to buy with conditions;SSC Napoli;Jun 30, 2024;;;32;22;2;8;2;4;Sebastiano Luperto;3000000
175;Mattia Aramu;242;14/05/1995;Italy;WAM;Venezia;Chance creator;32;2111;1166;6.1643801;3.0373841;1.9810138;7;0;4;59;55;34;6.3684587;4.6936475;3.0297418;3.2301475;1.0831192;0.4983227;0.5847965;1.2871297;0.067528;40.5801477;5935;ARAMU M.;1995;27;C;2214;45;17;17;0;28;2;4;7;5;0;2;0;7;3;0;0;0;0;3;0;0;0;886.6;750;458.3;2;4;66;27;115;11;28;5;22;5;0;0;0;5;5;22;8;14;759;720;56;49;14;3;7;3;1;0;0;0;202;26;41;16;73;49;55;42;410;329;206;243;116;50;11;126;52;0;1;39;29;81;7;6;0;0;0;39;0;0;0;0;0;1;0;0;0;0;18.47826087;35.71428571;5.882352941;75;50;25;0.25;0.1875;71.125;27.65;7.727272727;42.85714286;14.28571429;;;45.44583333;66.116;69.90454545;50.03125;41.7125;21.264;37.56333333;50.54347826;54.64545455;;;;;;27650;27650;Mattia Aramu;RF;Forward;2218.71;605.19;733.67;884800;259491;43465;16009;2921;18930;1437;164;1601;2399;154;2079;366;851.7;84176;17008;6652;1367;8019;585;68;653;772;48;478;63;106346;22411;8462;1363;9825;720;66;786;866;39;758;119;116.9557986;139.0902031;144.9507272;1.66271909;2.046423496;5.073424917;2.685930838;30.69635244;24.94078636;36.92089057;32.91331123;32.31643771;20.37896731;2.813832307;2.899099953;4533.936523;3588.744671;418.8773093;341.8806253;360.7674088;283.6001895;0.255802937;1.193747039;2.089057319;0;3.112269067;0;3.453339649;0.29843676;0;1.918522027;0.724774988;0.085267646;1.193747039;0.29843676;0.937944102;2.387494079;2.813832307;4.902889626;4.288164666;28.2161235;10.80617496;2.487135506;3.516295026;20.84048027;5;;;;;Mattia Aramu;FALSE;9.30E-07;0.980386026;0.018765105;0.000847939;;;;;May 14, 1995;Ciriè;27;180;Italy;midfield - Attacking Midfield;left;Aug 25, 2022;Jun 30, 2023;;M.A.R.A.T. Football Management;Genoa CFC;€5.00m;Dec 28, 2021;Mattia Aramu;ARAMU M.;200188;27650;10;€2.50m;;Obligation to buy with conditions;Venezia FC;Jun 30, 2024;;;32;25;7;0;3;2;Mattia Aramu;2500000
176;Pietro Ceccaroni;243;21/12/1995;Italy;CB;Venezia;Ball stopper;35;3122;2118;2.3315907;2.3315907;0.052013;2;0;0;19;19;3;2.6070924;0.4811806;0.4613794;1.3369008;2.0114201;1.5798883;0.4315318;-0.7198846;2.9363256;72.3886783;5868;CECCARONI P.;1995;27;D;3344;12;7;10;5;2;5;0;2;2;1;0;1;1;2;0;1;1;0;0;0;0;0;550;550;0;2;3;105;5;14;10;6;1;3;1;2;0;0;1;1;4;3;1;1722;1265;12;9;2;0;1;1;0;2;1;0;130;54;265;31;24;16;61;24;353;327;216;103;49;103;66;118;71;6;3;63;26;26;0;7;1;0;0;63;0;0;0;0;6;3;0;0;0;0;15;18.75;0;;50;33.33333333;2.942857143;0;85.48857143;25;0;100;0;50;0;26.53142857;61.66666667;41.28076923;59.47142857;47.99354839;64.68965517;57.76428571;57.73129032;53.40526316;;;;;;19917;19917;Pietro Ceccaroni;LCB;Central Defender;3357.02;894.99;1158.83;697095;362798;46948;15462;4769;20231;1274;237;1511;3338;206;2709;466;995.2;113739;15847;4019;1105;5124;299;47;346;821;35;638;80;155834;24571;9769;3082;12851;799;141;940;1560;63;1143;150;108.0714443;127.0841015;134.4752897;1.816143498;1.00896861;4.324151185;2.306213965;23.03331198;8.619474696;44.97117233;23.66752082;32.95003203;18.39205637;4.064702114;1.354900705;4492.331839;3278.830878;370.4644459;147.7130045;281.6175529;115.8584241;0.201793722;0.172966047;0.259449071;0.057655349;0.69186419;0.028827675;0.749519539;0;0.057655349;0.345932095;0.288276746;0.144138373;0.057655349;0.028827675;0.115310698;0.345932095;3.02690583;0.403587444;4.863078376;15.43909348;5.571293673;1.227573182;12.51180359;4.863078376;0;0.991488405;0.002985974;1.32E-05;0.005512431;Pietro Ceccaroni;FALSE;;;;;;;;;Dec 21, 1995;Sarzana;27;188;Italy;Defender - Centre-Back;left;Jan 31, 2023;Jun 30, 2023;Puma;Italian Managers Group s.r.l.;US Lecce;€2.50m;Dec 28, 2021;Pietro Ceccaroni;CECCARONI P.;239099;19917;18;€2.00m;;Option to buy;Venezia FC;Jun 30, 2027;;;36;35;0;1;2;0;Pietro Ceccaroni;2000000
177;Adam Marusic;245;17/10/1992;Montenegro;FB;Lazio;Wide controller;33;2720;2186;0.2783269;0.2783269;0.2324907;1;0;1;8;8;5;0.6499534;0.5524557;0.5297308;0.4842793;1.6357659;1.3704037;0.2653622;-0.7735632;0.3981658;35.6099465;14081;MARUSIC A.;1992;30;D;2896;7;3;2;0;5;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;250;200;50;0;2;45;5;33;4;6;1;3;0;1;0;0;1;1;34;24;10;1853;1388;33;29;3;0;2;0;0;2;0;0;98;32;204;58;37;19;59;32;319;305;181;123;61;82;56;104;65;0;0;41;26;14;0;6;1;1;0;41;0;0;0;0;0;0;0;0;0;0;16.66666667;50;0;;;50;2.242424242;0.03030303;89.30606061;11.45625;0;0;0;0;0;35.60606061;49.76190476;53.004;59.83030303;51.84193548;73.54074074;65.66875;61.10590909;57.97647059;;;;;;196;196;Adam Marusic;RWB;Full Back;2928.12;965.7;876.08;6468;331023;43934;19193;7929;27122;1657;406;2063;3013;215;2612;642;977.8;121750;16072;6800;3382;10182;596;154;750;933;54;747;142;127316;24047;11312;3880;15192;924;203;1127;1341;70;878;193;113.0496701;126.0743502;145.3246279;2.316176471;1.786764706;6.386029412;4.698529412;30.57352941;19.72058824;44.37132353;30.87132353;29.05147059;24.71691176;6.716911765;5.095588235;4212.661765;4028.492647;502.6764706;336.9044118;374.2941176;225;0.198529412;0.198529412;0.959558824;0.066176471;1.224264706;0.033088235;0.463235294;0;0.033088235;0.231617647;0.066176471;0;0.165441176;0.066176471;1.125;1.091911765;1.488970588;1.091911765;3.751143641;13.95242452;4.757548033;1.189387008;9.332113449;5.626715462;1;8.50E-07;0.987166978;0.010669487;0.002162686;Adam Marusic;FALSE;;;;;;;;;Oct 17, 1992;Belgrad;30;185;Montenegro / Serbia;Defender - Right-Back;right;Jul 1, 2017;Jun 30, 2025;;DOO Magnum;SS Lazio;€10.00m;Jun 7, 2018;Adam Marusic;MARUSIC A.;239802;196;77;€7.50m;Mar 30, 2022;;;;;;35;30;3;2;1;2;Adam Marusic;7500000
178;Hans Hateboer;247;09/01/1994;Netherlands;FB;Atalanta;Wide creator;21;1389;998;1.9015721;1.9015721;1.3957149;0;0;0;17;17;14;0.0940872;1.6774965;1.6620381;1.7887185;1.4689558;0.9426811;0.5262747;0.7909344;0.0828114;19.1393889;13282;HATEBOER H.;1994;28;D;1473;12;4;10;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;350;0;0;7;19;4;22;10;9;0;4;0;0;0;0;0;0;20;6;14;828;712;37;34;11;0;1;0;0;2;1;0;80;14;40;12;13;9;27;14;194;187;84;117;44;58;25;71;30;0;0;21;18;7;2;1;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0.523809524;0.095238095;86.29047619;32.25294118;0;0;0;50;0;34.09411765;68.52222222;54.48461538;41.75714286;38.215;46.85882353;41.55238095;53.76923077;52.64166667;;;;;;4197;4197;Hans Hateboer;RWB;Full Back;1481.36;514.54;425.67;88137;179029;30012;12370;4871;17241;976;222;1198;1665;128;1447;343;624.7;71530;13498;5996;2811;8807;473;119;592;589;47;497;100;63182;13471;5536;1758;7294;440;75;515;641;22;412;86;120.8544851;139.0173747;148.4295346;1.425485961;3.045356371;5.572354212;6.479481641;28.50971922;30.64794816;41.53347732;38.16414687;26.69546436;32.20302376;4.859611231;7.710583153;4093.866091;4634.773218;472.6133909;570.6479482;358.7041037;388.5097192;0.064794816;0.583153348;2.203023758;0.129589633;0.842332613;0;0.453563715;0.129589633;0;0.777537797;0.647948164;0.129589633;0.129589633;0.064794816;1.295896328;2.397408207;1.231101512;1.425485961;5.811623246;18.73747495;7.114228457;1.803607214;4.008016032;11.72344689;2;1.52E-25;1.40E-07;0.999999858;1.69E-09;Hans Hateboer;FALSE;;;;;;;;;Jan 9, 1994;Beerta;29;185;Netherlands;Defender - Right-Back;right;Jan 31, 2017;Jun 30, 2024;Nike;Key United;Atalanta BC;€18.00m;Aug 25, 2020;Hans Hateboer;HATEBOER H.;275303;4197;33;€6.00m;;;;;;;23;16;5;2;0;14;Hans Hateboer;6000000
179;Nicolò Barella;249;07/02/1997;Italy;CM;Internazionale;Chance creator;36;2931;2343;4.6633218;4.6633218;3.9956526;3;0;3;68;68;45;3.313773;7.6865192;7.683164;9.0718519;5.1787667;4.3043172;0.8744495;1.5713065;0.099183;35.1918871;6438;BARELLA N.;1997;25;C;3062;47;15;22;1;25;1;0;3;3;1;0;0;3;0;0;0;0;0;0;0;0;0;731.7;850;200;5;9;149;53;126;16;56;12;36;8;8;2;2;14;16;41;27;14;1818;1767;64;53;18;1;6;4;1;5;2;0;232;55;102;40;117;78;104;60;556;504;294;311;167;67;28;185;92;0;0;29;31;52;4;9;0;0;0;29;0;0;0;0;0;0;0;0;0;0;10;16.66666667;0;;40;16.66666667;0.944444444;0;85.78055556;29.62962963;1.851851852;66.66666667;16.66666667;22.23333333;0;45.15757576;61.76875;63.41818182;51.47222222;49.48888889;35.14782609;51.44166667;75.45652174;55.28571429;;;;;;8042;8042;Nicolo Barella;RM;Midfield;3072.3;1050.18;812.91;289512;383966;67793;27277;8785;36062;2073;398;2471;3090;156;2828;593;1035.8;160920;33902;14682;4954;19636;1084;198;1282;1115;48;965;133;132092;29365;11156;3308;14464;894;139;1033;1065;50;785;143;124.9767275;153.2308747;162.4927729;1.53531218;1.473899693;4.390992835;4.083930399;27.45138178;33.28556807;32.70214944;34.23746162;24.10440123;29.63152508;4.268167861;6.079836233;4056.04913;4941.248721;444.1351075;602.9477994;342.5588536;450.8290686;0.276356192;1.719549642;1.627430911;0.153531218;3.592630502;0;1.596724667;0.122824974;0.245649949;1.443193449;0.675537359;0.030706244;0.76765609;0.184237462;1.258955988;1.965199591;4.575230297;3.868986694;2.859581733;21.51088348;7.895860009;1.323090055;4.353393086;13.27358088;4;;;;;Nicolò Barella;FALSE;0.92928036;0.064905451;0.00523254;0.000581649;;;;;Feb 7, 1997;Cagliari;26;175;Italy;midfield - Central Midfield;right;Sep 1, 2020;Jun 30, 2026;Nike;;Inter Milan;€70.00m;Dec 28, 2021;Nicol  Barella;BARELLA N.;255942;8042;23;€70.00m;Nov 5, 2021;;;;;;37;36;0;1;1;0;Nicol  Barella;70000000
180;Manuel Locatelli;250;08/01/1998;Italy;CM;Juventus;Buildup director;31;2161;1751;2.1093981;2.1093981;2.0352848;3;0;3;21;21;18;1.6371392;1.8683181;1.8440453;1.9783024;2.2457804;2.2395765;0.0062039;0.8113183;1.0624714;25.2741793;10917;LOCATELLI M.;1998;24;C;2310;17;7;8;1;9;2;0;3;2;0;1;1;2;0;0;0;0;0;0;0;0;0;316.6;333;133.3;3;5;179;17;45;10;14;4;6;2;9;1;0;5;5;28;8;20;1398;1198;8;4;0;0;1;1;1;3;3;0;120;30;112;25;40;30;60;33;349;324;186;157;78;59;33;125;71;2;0;22;43;25;1;6;0;0;0;22;0;0;0;0;2;0;0;0;0;0;19.7875;33.33333333;10;;66.66666667;0;0.612903226;0.032258065;88.29032258;0;0;100;100;100;0;38.775;78.25909091;56.79473684;53.80322581;50.74193548;61.72962963;59.62068966;70.520625;52.796;;;;;;14174;14174;Manuel Locatelli;RM;Midfield;2286.69;695.57;677.61;425220;282518;45187;10954;1478;12432;912;81;993;2200;69;2119;236;767.2;103693;17725;3329;354;3683;259;17;276;687;17;575;46;111161;24494;7149;972;8121;581;50;631;858;19;721;75;123.5488851;149.0762971;164.0486415;0.791300324;0.708005553;3.12355391;1.915779732;24.19713096;10.78667284;35.73345673;28.61175382;30.02776492;23.94724665;2.082369273;0.708005553;4629.565016;4318.542342;338.2184174;153.3873207;297.7371587;138.6441462;0.249884313;0.583063397;0.166589542;0.124942156;1.665895419;0;1.041184637;0.041647385;0.374826469;0.708005553;0.333179084;0.083294771;0.374826469;0.041647385;1.166126793;0.333179084;7.454881999;1.874132346;3.369503141;18.50371216;7.138777841;2.455739577;6.396344946;8.966304969;7;;;;;Manuel Locatelli;FALSE;3.07E-05;4.70E-06;0.000682671;0.999281966;;;;;Jan 8, 1998;Lecco;25;185;Italy;midfield - Defensive Midfield;right;Aug 18, 2021;Jun 30, 2026;;Castelnovo;Juventus FC;€35.00m;Dec 29, 2020;Manuel Locatelli;LOCATELLI M.;265088;14174;5;€30.00m;Feb 7, 2023;;US Sassuolo;Jun 30, 2024;;;31;23;8;0;1;6;Manuel Locatelli;30000000
181;Sofyan Amrabat;251;21/08/1996;Morocco;CM;Fiorentina;Ball stealer;23;930;836;0.161824;0.161824;0.161824;1;0;1;4;4;4;0.3700839;0.5935843;0.5850506;0.4954752;0.8061378;0.6352055;0.1709323;-0.1477284;0.4319008;10.9254662;14903;AMRABAT S.;1996;26;C;1049;4;4;0;0;4;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;400;0;400;0;0;44;3;7;0;6;0;0;0;3;0;0;0;0;6;4;2;692;570;6;6;2;0;0;0;0;0;0;0;36;14;65;28;16;13;39;21;171;155;93;64;35;24;12;52;34;1;1;13;26;16;0;6;0;0;0;13;0;0;0;0;1;1;0;0;0;0;25;;25;;;;0.652173913;0;86.14347826;30;0;;;;;41.35555556;75;47.06470588;54.8;55.86111111;50.68571429;67.4;50.75;52.77142857;;;;;;9927;9927;Sofyan Amrabat;DM;Midfield;1035.84;348.81;272.11;218394;126845;21910;6257;1612;7869;560;91;651;1074;61;1022;153;594.1;50495;9495;2072;463;2535;202;27;229;378;16;350;26;43759;10631;3682;941;4623;311;45;356;363;16;265;41;122.4561708;144.7636249;160.8136415;1.548387097;1.548387097;3.967741935;2.516129032;30.09677419;19.5483871;35.12903226;36.58064516;25.64516129;33.87096774;4.35483871;2.612903226;4234.741935;4886.612903;447.3870968;245.3225806;356.3225806;200.516129;0.580645161;0.580645161;0.580645161;0;1.548387097;0;1.548387097;0;0.290322581;0.387096774;0;0;0.387096774;0;0.580645161;0.580645161;4.258064516;0.677419355;2.870813397;18.54066986;6.220095694;3.110047847;7.775119617;7.655502392;7;;;;;Sofyan Amrabat;FALSE;2.53E-14;3.80E-05;0.054292505;0.945669483;;;;;Aug 21, 1996;Huizen;26;185;Morocco / Netherlands;midfield - Defensive Midfield;right;Jan 30, 2020;Jun 30, 2024;Nike;CAA Stellar;ACF Fiorentina;€25.00m;Dec 23, 2022;Sofyan Amrabat;AMRABAT S.;287579;9927;34;€25.00m;;Option for a further year;;;;;31;8;15;8;4;2;Sofyan Amrabat;25000000
182;Franck Kessie;252;19/12/1996;Côte d'Ivoire;CM;Milan;Buildup director;31;2312;1697;4.1313534;1.7861064;1.5281408;6;0;4;34;31;23;2.8956974;1.5653829;1.5586753;1.4510301;1.1270038;0.8836051;0.2433987;0.7249879;0.4865004;24.27771;8987;KESSIE' F.;1996;26;C;2474;25;11;16;1;9;2;3;6;6;0;0;0;6;2;0;0;0;0;2;0;0;0;666.7;600;300;3;4;78;14;61;14;21;0;6;0;1;0;0;0;0;22;5;17;1295;1131;7;7;1;0;0;0;0;0;0;0;107;29;129;42;57;37;59;29;437;408;237;225;104;74;36;186;105;2;1;21;33;29;1;2;0;0;0;21;0;0;0;0;2;1;0;0;0;0;17.59444444;34.61538462;0;66.66666667;0;25;1.387096774;0.064516129;90.58064516;14.28571429;0;;;;;41.32666667;59.87307692;53.396;55.77096774;48.86451613;49.85652174;59.01290323;70.26666667;55.42857143;;;;;;11498;11498;Franck Kessié;LM;Midfield;2407.79;744.26;663.1;344940;289614;47036;16450;4426;20876;1356;219;1575;2478;134;2282;334;831.4;108217;19069;5791;1411;7202;473;72;545;812;39;662;52;107746;24595;9653;2618;12271;763;116;879;929;44;710;112;120.2820844;145.4021444;162.4883125;1.712802768;1.51816609;4.359861592;2.024221453;29.70155709;18.41262976;36.16349481;31.60899654;27.6384083;25.76989619;4.515570934;2.802768166;4194.264706;4212.599481;477.6773356;280.3546713;375.7655709;225.4282007;0.077854671;0.817474048;0.272491349;0;2.218858131;0;1.128892734;0.038927336;0.038927336;0.973183391;0.62283737;0.077854671;0.350346021;0;0.856401384;0.272491349;3.03633218;2.374567474;4.360636417;24.04242781;10.96051856;1.944608132;7.601649971;13.25869181;6;;;;;Franck Kessie;FALSE;0.002117888;0.059498666;0.937491654;0.000891792;;;;;Dec 19, 1996;Ouragahio;26;183;Cote d'Ivoire / Italy;midfield - Central Midfield;right;Jul 4, 2022;Jun 30, 2026;Nike;Ambition Group;FC Barcelona;€55.00m;Jun 3, 2021;Franck Kessi;KESSIE' F.;294808;11498;19;€28.00m;;;;;;;31;25;6;0;4;3;Franck Kessi;28000000
183;Isaac Success;253;07/01/1996;Nigeria;FW;Udinese;Chance creator;22;910;482;2.8649269;2.8649269;2.4046552;2;0;2;25;25;22;2.7116996;2.8186346;2.8185749;3.956503;0.8190311;0.3173224;0.5017087;1.8882894;0;14.7219723;26707;SUCCESS I.;1996;26;A;976;20;10;11;0;9;1;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;516.6;500;250;1;7;23;10;82;13;16;6;9;3;2;0;0;6;6;13;2;11;259;462;9;8;3;0;1;0;0;0;0;0;163;23;10;3;43;24;9;6;325;287;137;244;96;72;20;140;52;0;2;21;24;38;5;1;1;0;0;21;0;0;0;0;0;2;0;0;0;0;7.572727273;16.66666667;0;;100;14.28571429;1.545454545;1.227272727;69.15454545;38.88333333;0;0;0;;;44.6375;50.48823529;68.75;44.05454545;40.40909091;21.90526316;41.66666667;36.18;69.04285714;;;;;;10160;10160;Isaac Success;RF;Forward;982.18;239.6;324.18;213360;101468;12763;5067;1419;6486;486;68;554;925;65;815;179;573.5;31279;5522;2688;694;3382;246;38;284;305;17;174;30;40311;5768;1992;472;2464;189;19;208;319;17;271;46;103.3089658;130.5467446;124.3475847;1.681318681;1.681318681;4.549450549;2.967032967;18.69230769;24.32967033;31.54945055;30.16483516;26.8021978;17.20879121;1.879120879;3.758241758;3986.802198;3093.527473;243.6923077;334.4835165;197.010989;265.8461538;0.098901099;1.582417582;0.791208791;0;4.252747253;0.098901099;3.758241758;0.494505495;0.197802198;1.978021978;1.087912088;0.098901099;0.89010989;0.098901099;1.285714286;0.89010989;2.274725275;8.10989011;14.93775934;59.54356846;29.04564315;4.979253112;2.074688797;50.62240664;11;;;;;Isaac Success;FALSE;;;;;2.44E-23;6.24E-06;6.37E-24;0.999993758;Jan 7, 1996;Benin City;27;182;Nigeria;Attack - Centre-Forward;right;Aug 26, 2021;Jun 30, 2025;Nike;11MANGMT;Udinese Calcio;€5.00m;Dec 19, 2018;Isaac Success;SUCCESS I.;295331;10160;7;€4.00m;Mar 20, 2023;Option for a further year;;;;;24;11;11;2;1;12;Isaac Success;4000000
