Date of birth;Place of birth;Age;Height;Citizenship;Position;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club
May 10, 1992;Desio;30;192;Italy;Goalkeeper;right;Jun 22, 2012;Jun 30, 2023;Nike;Gr Sports;Atalanta BC;€10.00m;Jul 15, 2016;Marco Sportiello;SPORTIELLO M.;199976;99999999;57;€1.50m;;;;;;
Feb 9, 1995;Mainz;28;188;Croatia;midfield - Attacking Midfield;right;Sep 1, 2020;Jun 30, 2025;;TTMA;Atalanta BC;€28.00m;Dec 28, 2021;Mario Pasalic;PASALIC M.;205938;6901;88;€25.00m;;;;;;
Feb 6, 2003;Caserta;20;;Italy;Defender - Centre-Back;left;Jan 31, 2023;-;;;US Avellino 1912;€75k;Jun 23, 2022;Mario Perrone;PERRONE M.;709579;99999999;39;€75k;;;;;;
May 13, 1997;Panevezys;25;191;Lithuania;Goalkeeper;right;Jul 1, 2017;Jun 30, 2025;;Avvocato Claudio Parlato;SS Lazio;€200k;Dec 21, 2017;Marius Adamonis;ADAMONIS M.;300137;99999999;31;€150k;;;;;;
Apr 19, 1989;Wien;34;192;Austria / Serbia;Attack - Centre-Forward;both;Aug 1, 2021;Jun 30, 2025;Puma;Arna Sports Management GmbH;Bologna FC 1909;€35.00m;Dec 19, 2018;Marko Arnautovic;ARNAUTOVIC M.;41384;6969;9;€7.00m;;;;;;
Jan 22, 2004;Belgrad;19;192;Serbia;Attack - Centre-Forward;right;Feb 3, 2023;Jun 30, 2023;Puma;SPOCS Global Sports;SCR Altach;€3.00m;Mar 15, 2022;Marko Lazetic;LAZETIC M.;698548;99999999;12;€2.50m;;;AC Milan;Jun 30, 2026;;
May 6, 1995;Zagreb;27;186;Croatia;Attack - Left Winger;right;Sep 1, 2022;Jun 30, 2023;Nike;World Soccer Agency;FC Empoli;€18.00m;Jul 21, 2016;Marko Pjaca;PJACA M.;205940;11845;14;€2.20m;;Option to buy;Juventus FC;Jun 30, 2024;;
Jul 19, 1995;Varaždin;27;180;Croatia;midfield - Central Midfield;right;Sep 1, 2020;Jun 30, 2026;adidas;LIAN Sports Group;Cagliari Calcio;€15.00m;Dec 12, 2019;Marko Rog;ROG M.;317482;99999999;6;€3.00m;Aug 3, 2022;;;;;
Jan 5, 2001;Béziers;22;177;France / Cote d'Ivoire;Attack - Left Winger;right;Jan 31, 2023;Jun 30, 2023;;Wasserman;Dijon FCO;€2.50m;Oct 15, 2020;Marley Ak;AK M.;682032;99999999;7;€2.00m;;;Juventus FC;Jun 30, 2025;;
Apr 7, 1987;Montevideo;36;180;Uruguay;Defender - Centre-Back;right;Aug 24, 2022;Dec 31, 2023;Nike;no agent;Los Angeles Galaxy;€10.00m;Jul 10, 2008;Mart n C ceres;CERES M.;54935;99999999;22;€500k;Nov 14, 2022;;;;;
Feb 20, 2001;Montevideo;22;187;Uruguay / Italy;Attack - Centre-Forward;right;Jul 4, 2022;Jun 30, 2023;Nike;TMG Football Limited;FC Empoli;€8.00m;Nov 11, 2022;Mart n Satriano;SATRIANO M.;640109;99999999;9;€8.00m;;;Inter Milan;Jun 30, 2027;;
Mar 29, 1991;Zwijndrecht;32;185;Netherlands;midfield - Defensive Midfield;right;Aug 10, 2017;Jun 30, 2024;adidas;SEG;Atalanta BC;€24.00m;Jun 6, 2019;Marten de Roon;DE ROON M.;133179;7017;15;€12.00m;;;;;;
Jan 24, 1998;Zadar;25;193;Croatia;Defender - Centre-Back;right;Aug 31, 2021;Jun 30, 2026;;Gr Sports;US Sassuolo;€5.50m;Jun 7, 2022;Martin Erlic;ERLIC M.;357003;19888;28;€5.50m;;;;;;
Mar 16, 1998;Yaoundé;25;181;Cameroon;midfield - Defensive Midfield;right;Jan 31, 2023;Jun 30, 2023;;YOU FIRST;Real Valladolid CF;€5.00m;Jun 7, 2021;Martin Hongla;HONGLA M.;398808;99999999;20;€3.50m;;Option to buy;Hellas Verona;Jun 30, 2026;;
Mar 5, 2002;Bergen;21;183;Norway / Italy;midfield - Central Midfield;left;Sep 1, 2022;Jun 30, 2023;;;Juventus Next Gen;€800k;Dec 29, 2020;Martin Palumbo;PALUMBO M.;617170;99999999;24;€800k;;;Udinese Calcio;Jun 30, 2025;;
Mar 5, 2002;Bergen;21;183;Norway / Italy;midfield - Central Midfield;left;Sep 1, 2022;Jun 30, 2023;;;Juventus Next Gen;€800k;Dec 29, 2020;Martin Palumbo;PALUMBO M.;617170;99999999;24;€800k;;;Udinese Calcio;Jun 30, 2025;;
Aug 12, 1990;Amsterdam;32;186;Netherlands / Suriname;Defender - Left-Back;left;Mar 7, 2023;Jun 30, 2023;;;Udinese Calcio;€4.00m;Jul 29, 2016;Marvin Zeegelaar;ZEEGELAAR M.;92899;99999999;8;€400k;;;;;;
Apr 15, 2003;Mar del Plata;20;182;Argentina / Italy;Attack - Right Winger;left;Jul 1, 2022;Jun 30, 2026;adidas;Guastadisegno;Juventus FC;€4.00m;Nov 11, 2022;Mat as Soul;SOUL M.;668951;99999999;30;€4.00m;;;;;;
Aug 24, 1991;San Jacinto;31;187;Uruguay / Italy;midfield - Central Midfield;right;Aug 1, 2022;Jun 30, 2025;Nike;World Soccer Agency;SS Lazio;€25.00m;Oct 12, 2018;Mat as Vecino;VECINO M.;143812;99999999;5;€4.50m;;;;;;
Nov 9, 1997;Empalme Olmos;25;175;Uruguay / Italy;Defender - Left-Back;left;Jan 30, 2023;Jun 30, 2023;Nike;Relatives;AFC Bournemouth;€12.00m;Oct 14, 2021;Mat as Vi a;VINA M.;439072;32424;18;€6.00m;;Option to buy;AS Roma;Jun 30, 2026;;
Sep 26, 2000;Racibórz;22;184;Poland;midfield - Attacking Midfield;right;Jan 26, 2023;Jun 30, 2023;;;Cosenza Calcio;€1.50m;Dec 31, 2021;Mateusz Praszelik;PRASZELIK M.;374418;99999999;17;€1.20m;;;Hellas Verona;Jun 30, 2026;;
Feb 5, 2002;;21;190;Slovenia;Goalkeeper;right;Aug 12, 2022;Jun 30, 2023;;Marcel Kacinari;ND Gorica;€150k;Jun 30, 2021;Matevz Dajcar;DAJCAR M.;704079;99999999;16;€50k;;;;;;
Dec 19, 1997;São Paulo;25;175;Brazil;midfield - Central Midfield;right;Jul 1, 2022;Jun 30, 2026;Puma;Fabio Mello Sports;US Sassuolo;€22.00m;Nov 27, 2019;Matheus Henrique;HENRIQUE M.;552549;28311;7;€8.50m;;;;;;
Mar 28, 1993;Valjevo;30;188;Serbia;Defender - Centre-Back;left;Sep 1, 2022;Jun 30, 2023;;LIAN Sports Group;RCD Mallorca;€22.00m;Oct 22, 2018;Matija Nastasi;NASTASI M.;143559;99999999;2;€1.50m;;Option for a further year;;;;
May 25, 1988;Jajce;34;182;Bosnia-Herzegovina / Croatia;midfield - Defensive Midfield;right;Jan 10, 2023;Jun 30, 2025;;Universal Twenty Two;Venezia FC;€3.50m;Oct 18, 2011;Mato Jajalo;JAJALO M.;47513;99999999;18;€300k;;;;;;
Feb 12, 2002;Roma;21;180;Italy;Attack - Right Winger;left;Jul 1, 2022;Jun 30, 2027;;MM-Management;SS Lazio;€5.00m;Sep 27, 2022;Matteo Cancellieri;CANCELLIERI M.;550106;99999999;11;€5.00m;;;Hellas Verona;Jun 30, 2024;;
Dec 2, 1989;Legnano;33;183;Italy;Defender - Right-Back;right;Jul 1, 2021;Jun 30, 2024;;TMP SOCCER srl;Inter Milan;€15.00m;Oct 14, 2015;Matteo Darmian;DARMIAN M.;54906;7229;36;€4.00m;Feb 2, 2023;Option for a further year;;;;
Oct 21, 1999;Busto Arsizio;23;185;Italy;Defender - Centre-Back;right;Jul 1, 2017;Jun 30, 2026;;TMP SOCCER srl;AC Milan;€9.00m;Dec 29, 2020;Matteo Gabbia;GABBIA M.;323167;99999999;46;€7.00m;Feb 3, 2022;;;;;
Feb 14, 2000;Monselice;23;188;Italy;Defender - Centre-Back;right;Jul 6, 2022;Jun 30, 2027;;Gr Sports;US Salernitana 1919;€7.00m;Dec 29, 2020;Matteo Lovato;LOVATO M.;459655;26389;66;€6.50m;;;;;;
Feb 14, 2000;Monselice;23;188;Italy;Defender - Centre-Back;right;Jul 6, 2022;Jun 30, 2027;;Gr Sports;US Salernitana 1919;€7.00m;Dec 29, 2020;Matteo Lovato;LOVATO M.;459655;26389;66;€6.50m;;;;;;
Apr 21, 1997;Monza;26;187;Italy;midfield - Central Midfield;left;Jul 6, 2022;Jun 30, 2023;;Gr Sports;AC Monza;€20.00m;Mar 23, 2021;Matteo Pessina;PESSINA M.;332179;14074;32;€14.00m;;Obligation to buy with conditions;Atalanta BC;Jun 30, 2025;;
May 20, 1994;Ząbkowice Śląskie;28;180;Poland;midfield - Central Midfield;both;Aug 4, 2016;Jun 30, 2024;Nike;BMG-SPORT;SSC Napoli;€50.00m;May 31, 2021;Piotr Zielinski;ZIELINSKI P.;181136;8723;20;€40.00m;Aug 31, 2020;;;;;
Jul 11, 2002;San Giovanni Bianco;20;187;Italy;Defender - Left-Back;left;Sep 1, 2020;Jun 30, 2026;Puma;TMP SOCCER srl;Atalanta BC;€2.00m;Jun 3, 2021;Matteo Ruggeri;RUGGERI M.;616631;99999999;22;€2.00m;Jul 9, 2021;;;;;
Apr 13, 2002;London;21;188;New Zealand / France;midfield - Central Midfield;right;Jan 31, 2023;Jun 30, 2023;Nike;New Era Global Sports;NAC Breda;€300k;Apr 3, 2023;Matthew Garbett;GARBETT M.;617019;99999999;26;€300k;;Option to buy;Torino FC;Jun 30, 2024;;
Aug 12, 1999;Leiderdorp;23;189;Netherlands;Defender - Centre-Back;right;Jul 19, 2022;Jun 30, 2027;adidas;Rafaela Pimenta;Bayern Munich;€75.00m;Jun 12, 2019;Matthijs de Ligt;DE LIGT M.;326031;11559;4;€75.00m;;;;;;
May 14, 1995;Ciriè;27;180;Italy;midfield - Attacking Midfield;left;Aug 25, 2022;Jun 30, 2023;;M.A.R.A.T. Football Management;Genoa CFC;€5.00m;Dec 28, 2021;Mattia Aramu;ARAMU M.;200188;27650;10;€2.50m;;Obligation to buy with conditions;Venezia FC;Jun 30, 2024;;
Dec 10, 1993;Borgo San Lorenzo;29;188;Italy;Defender - Centre-Back;right;Oct 5, 2020;Jun 30, 2024;;;Genoa CFC;€3.20m;Aug 25, 2020;Mattia Bani;BANI M.;176139;11598;13;€1.40m;;;;;;
May 5, 1994;Bergamo;28;187;Italy;Defender - Centre-Back;right;Jul 17, 2022;Jun 30, 2023;;Gr Sports;Spezia Calcio;€25.00m;Mar 24, 2018;Mattia Caldara;CALDARA M.;197470;11627;29;€2.50m;;Option to buy;AC Milan;Jun 30, 2024;;
Jul 16, 2000;Rovereto;22;190;Italy;Goalkeeper;right;Jan 30, 2023;Jun 30, 2023;;Romano Eleven SAS;Mantova 1911;€100k;Jun 7, 2022;Mattia Chiesa;CHIESA M.;535881;99999999;16;€100k;;;Hellas Verona;Jun 30, 2026;;
Feb 25, 2003;Tolmezzo;20;186;Italy;midfield - Defensive Midfield;right;Jul 15, 2022;Jun 30, 2023;;;SS Arezzo;€50k;Jun 23, 2022;Mattia Damiani;DAMIANI M.;704709;99999999;18;€50k;;;Udinese Primavera;-;;
Oct 20, 1992;Milano;30;183;Italy;Defender - Right-Back;right;Jul 20, 2017;Jun 30, 2025;adidas;Branchini Associati S.p.A.;Juventus FC;€14.00m;Jun 7, 2018;Mattia De Sciglio;DE SCIGLIO M.;88682;7276;2;€4.50m;Jun 16, 2022;;;;;
Mar 20, 1991;Ascoli Piceno;32;182;Italy;Attack - Centre-Forward;right;Jul 1, 2022;Jun 30, 2023;;Football Now Limited;FC Empoli;€17.00m;Jul 1, 2014;Mattia Destro;DESTRO M.;88683;7277;23;€1.50m;;;;;;
Sep 5, 2003;;19;182;Italy;Attack - Second Striker;right;Sep 1, 2020;-;;;Hellas Verona Primavera;€150k;Jun 23, 2022;Mattia Florio;FLORIO M.;704423;99999999;10;€150k;;;;;;
Nov 10, 1992;Latina;30;188;Italy;Goalkeeper;right;Jul 1, 2018;Jun 30, 2025;adidas;World Soccer Agency;Juventus FC;€18.00m;Jan 2, 2017;Mattia Perin;PERIN M.;110923;99999999;36;€4.00m;Apr 14, 2022;;;;;
Feb 27, 2002;Milano;21;188;Italy;midfield - Defensive Midfield;right;Jan 11, 2023;Jun 30, 2023;;;AC Trento;€250k;Jun 23, 2022;Mattia Sangalli;SANGALLI M.;614500;99999999;38;€200k;;;Inter Milan Primavera;-;;
Aug 29, 2002;Feltre;20;;Italy;midfield - Central Midfield;;Jul 10, 2022;Jun 30, 2023;;Kael Grimaldi;Virtusvecomp Verona;€50k;Jun 29, 2021;Mattia Turra;TURRA M.;554432;99999999;63;€50k;;;Hellas Verona Primavera;-;;
Jan 24, 2002;Borgo San Lorenzo;21;190;Italy;Defender - Centre-Back;left;Aug 3, 2022;Jun 30, 2027;;CAA Base Ltd;OGC Nice;€10.00m;Sep 19, 2022;Mattia Viti;VITI M.;493702;30107;42;€10.00m;;;;;;
Jun 16, 1995;Cesena;27;177;Italy;Attack - Left Winger;right;Jul 1, 2022;Jun 30, 2025;;M.A.R.A.T. Football Management;SS Lazio;€25.00m;Mar 21, 2023;Mattia Zaccagni;ZACCAGNI M.;283735;19698;20;€25.00m;;;;;;
Jun 16, 1995;Cesena;27;177;Italy;Attack - Left Winger;right;Jul 1, 2022;Jun 30, 2025;;M.A.R.A.T. Football Management;SS Lazio;€25.00m;Mar 21, 2023;Mattia Zaccagni;ZACCAGNI M.;283735;19698;20;€25.00m;;;;;;
Jan 11, 2003;Brescia;20;177;Italy;Defender - Right-Back;right;Jul 1, 2022;Jun 30, 2025;;RDF Football;Inter Milan;€350k;Jun 23, 2022;Mattia Zanotti;ZANOTTI M.;582353;99999999;46;€350k;Oct 1, 2021;;;;Inter Milan Primavera (#2);Inter Mailand UEFA U19 (#2)
Jan 5, 1999;Malmö;24;185;Sweden;midfield - Central Midfield;right;Jul 16, 2022;Jun 30, 2027;;MD Management;VfL Wolfsburg;€15.00m;Dec 28, 2021;Mattias Svanberg;SVANBERG M.;342405;14056;32;€15.00m;;;;;;
Dec 4, 1997;Marseille;25;167;France / Algeria;midfield - Defensive Midfield;right;Jul 1, 2021;Jun 30, 2025;;Wasserman;US Sassuolo;€17.00m;Dec 19, 2019;Maxime L pez;LOPEZ M.;290862;11170;27;€15.00m;Apr 12, 2021;;;;;
Jun 17, 1996;Linz;26;180;Austria;Defender - Left-Back;left;Jan 25, 2023;Jun 30, 2023;;HAGMAYR Sportmanagement;1.FC Magdeburg;€3.00m;Dec 21, 2020;Maximilian Ullmann;ULLMANN M.;239934;99999999;31;€900k;;;Venezia FC;Jun 30, 2024;;
Aug 24, 1988;Nagasaki, Nagasaki;34;189;Japan;Defender - Centre-Back;right;Jul 5, 2022;Jun 30, 2023;Mizuno;CAA Base Ltd;FC Schalke 04;€7.00m;Jan 2, 2018;Maya Yoshida;YOSHIDA M.;81789;7359;4;€1.50m;;Option for a further year;;;;
Aug 7, 1991;Dijon;31;183;Morocco / France;midfield - Defensive Midfield;right;Jul 1, 2022;Jun 30, 2024;;Excellence Sport;Spezia Calcio;€4.00m;Jun 6, 2019;Mehdi Bourabia;BOURABIA M.;131731;99999999;6;€1.30m;;;;;;
Jul 19, 2003;;19;186;France;Defender - Centre-Back;right;Jul 28, 2021;Jun 30, 2024;;FDM;Venezia Primavera;€50k;Jun 23, 2022;Melvin R my;MY M.;907619;99999999;44;€50k;;;;;;
Mar 5, 1998;Kocaeli;25;190;Turkey;Defender - Centre-Back;right;Jul 1, 2022;Jun 30, 2026;;Cenk Melih Yazıcı;Atalanta BC;€30.00m;Mar 3, 2020;Merih Demiral;DEMIRAL M.;340879;15046;28;€25.00m;Jun 18, 2022;;;;;
Jan 1, 1997;Ankara;26;189;Turkey;Defender - Centre-Back;right;Jan 19, 2023;Jun 30, 2023;;MAC Management;Adana Demirspor;€4.00m;Oct 29, 2020;Mert Cetin;CETIN M.;391498;99999999;45;€1.50m;;Option to buy;Hellas Verona;Jun 30, 2025;;
Apr 3, 1999;Wien;24;184;Turkey / Austria;Defender - Right-Back;right;Aug 20, 2019;Jun 30, 2024;;HAGMAYR Sportmanagement;US Sassuolo;€10.00m;Aug 25, 2020;Mert M ld r;MULDUR M.;353922;13300;17;€5.00m;;;;;;
Aug 16, 1999;Strasbourg;23;181;France;midfield - Central Midfield;left;Jan 30, 2023;Jun 30, 2023;adidas;YA'ATS SPORTS;UC Sampdoria;€12.00m;Oct 2, 2019;Micha l Cuisance;CUISANCE M.;344600;19127;80;€3.50m;;;Venezia FC;Jun 30, 2025;;
Oct 15, 1998;Wien;24;195;Austria;Defender - Centre-Back;right;Sep 1, 2020;Jun 30, 2024;;think forward;Venezia FC;€900k;Oct 14, 2021;Michael Svoboda;SVOBODA M.;438961;28784;30;€650k;Jul 26, 2021;;;;;
Jan 6, 1997;Fribourg;26;183;Switzerland;midfield - Central Midfield;right;Jul 1, 2022;Jun 30, 2026;adidas;IFM;Bologna FC 1909;€5.50m;Jan 6, 2020;Michel Aebischer;AEBISCHER M.;237658;99999999;20;€3.50m;;;;;;
Jan 4, 1999;Arezzo;24;188;Italy;Goalkeeper;right;Jul 1, 2017;Jun 30, 2024;;MM-Management;ACF Fiorentina;€700k;Feb 22, 2021;Michele Cerofolini;CEROFOLINI M.;370701;99999999;31;€300k;Oct 28, 2022;;;;;
May 11, 1986;Coimbra;36;180;Portugal;midfield - Defensive Midfield;left;Jul 20, 2019;Jun 30, 2023;;Excellence Sport;Hellas Verona;€11.50m;Jul 13, 2010;Miguel Veloso;VELOSO M.;43848;7578;4;€700k;Apr 13, 2022;;;;;
May 28, 1999;Bacabal;23;184;Brazil;Attack - Centre-Forward;left;Feb 2, 2023;Dec 31, 2023;;;América Futebol Clube (MG);€2.00m;Jun 7, 2022;Mikael;MIKAEL M.;642689;99999999;87;€1.50m;;;US Salernitana 1919;-;;
Jul 3, 1995;Cayenne;27;191;France / French Guiana;Goalkeeper;right;Jul 1, 2021;Jun 30, 2026;;ESN;AC Milan;€35.00m;Jun 7, 2022;Mike Maignan;MAIGNAN M.;182906;99999999;16;€35.00m;;;;;;
Jul 3, 2000;Jyllinge;22;180;Denmark;Attack - Left Winger;right;Aug 10, 2022;Jun 30, 2027;Nike;Boutique Transfers;Brentford FC;€20.00m;Jul 15, 2021;Mikkel Damsgaard;DAMSGAARD M.;540941;99999999;24;€15.00m;;;;;;
Feb 25, 1989;Zagreb;34;186;Croatia;midfield - Defensive Midfield;right;Sep 16, 2020;Jun 30, 2023;adidas;World Soccer Agency;Genoa CFC;€15.00m;Jun 7, 2018;Milan Badelj;BADELJ M.;40633;7629;47;€800k;;;;;;
May 22, 1990;Tuzla;32;199;Bosnia-Herzegovina / Italy;Attack - Centre-Forward;right;Jul 1, 2022;Jun 30, 2025;Lotto;OFP OMNIA FOOTBALL PLAYERS';Hellas Verona;€1.50m;Jan 12, 2010;Milan Djuric;DJURIC M.;67556;7631;19;€1.00m;;;;;;
Feb 11, 1995;Žiar nad Hronom;28;188;Slovakia;Defender - Centre-Back;right;Jul 7, 2017;Jun 30, 2023;Puma;Relatives;Inter Milan;€65.00m;Dec 28, 2021;Milan Skriniar;SKRINIAR M.;204069;7638;37;€60.00m;May 16, 2019;;;;;
Feb 9, 1993;Purmerend;30;194;Netherlands;Defender - Left-Back;left;Sep 2, 2022;Jun 30, 2023;Nike;ESA & GFM;Vitesse Arnhem;€5.00m;Oct 8, 2019;Mitchell Dijks;DIJKS M.;187245;99999999;35;€2.00m;;club option 1 year;;;;
Feb 15, 1996;Aubervilliers;27;183;Algeria / France;midfield - Left Midfield;left;Oct 1, 2020;Jun 30, 2025;;Team Raiola;SS Lazio;€7.00m;Aug 25, 2020;Mohamed Fares;FARES M.;287700;99999999;96;€3.00m;;;;;;
Feb 15, 1996;Aubervilliers;27;183;Algeria / France;midfield - Left Midfield;left;Oct 1, 2020;Jun 30, 2025;;Team Raiola;SS Lazio;€7.00m;Aug 25, 2020;Mohamed Fares;FARES M.;287700;99999999;96;€3.00m;;;;;;
Feb 12, 2002;Utrecht;21;;Netherlands / Morocco;midfield - Attacking Midfield;left;Aug 30, 2021;Jun 30, 2025;;;Juventus FC;€22.00m;Dec 18, 2019;Mohamed Ihattaren;IHATTAREN M.;503638;99999999;52;-;;;;;;
Feb 28, 2000;Vercelli;23;183;Italy / Cote d'Ivoire;Attack - Centre-Forward;right;Aug 31, 2021;Jun 30, 2025;;World Soccer Agency;Juventus FC;€40.00m;Jun 6, 2019;Moise Kean;KEAN M.;364135;12769;18;€20.00m;;;Everton FC;Jun 30, 2024;;
Apr 7, 2001;Holbæk;22;178;Denmark;midfield - Central Midfield;right;Jan 30, 2022;Jun 30, 2026;;Boutique Transfers;Genoa CFC;€3.70m;Jun 7, 2022;Morten Frendrup;FRENDRUP M.;503871;99999999;32;€3.70m;;;;;;
May 5, 1996;Oslo;26;188;Norway;midfield - Central Midfield;right;Jul 19, 2022;Jun 30, 2025;adidas;Pando;1.FC Union Berlin;€7.00m;Jun 3, 2021;Morten Thorsby;THORSBY M.;226524;7775;2;€7.00m;;Option for a further year;;;;
Nov 19, 2003;Ziguinchor;19;182;Italy / Senegal;Defender - Right-Back;right;Jul 26, 2022;Jun 30, 2023;;BDN;Aquila Montevarchi 1902;€50k;Dec 20, 2022;Moussa Man;MAN M.;877620;99999999;28;€50k;;;SSC Bari;-;;
Sep 14, 2003;Conakry;19;182;Guinea;Attack - Centre-Forward;right;Jan 30, 2023;Jun 30, 2023;;MVP United;FC Südtirol;€1.00m;Jun 23, 2022;Moustapha Ciss;CISSE M.;988862;99999999;14;€1.00m;;;Atalanta BC;Jun 30, 2026;;
Nov 14, 1998;Banjul;24;184;The Gambia;Attack - Left Winger;right;Jul 1, 2021;Jun 30, 2025;;Sportlex Srl;Bologna FC 1909;€20.00m;Jun 3, 2021;Musa Barrow;BARROW M.;486624;14078;99;€12.00m;;;;;;
Dec 26, 2001;Tujereng;21;170;The Gambia;Attack - Left Winger;left;Jan 19, 2023;Dec 31, 2023;;;Odense Boldklub;€2.00m;Aug 25, 2020;Musa Juwara;JUWARA M.;562030;99999999;18;€500k;;Option to buy;Bologna FC 1909;Jun 30, 2024;;
Oct 27, 1996;Ludwigshafen am Rhein;26;180;Germany / Afghanistan;midfield - Central Midfield;right;Jul 30, 2019;Jun 30, 2024;;;Bayer 04 Leverkusen;€22.00m;Feb 10, 2021;Nadiem Amiri;AMIRI N.;232454;99999999;11;€6.00m;;;;;;
Jun 19, 1999;Feltre;23;175;Italy;Defender - Right-Back;right;Jan 31, 2023;Jun 30, 2023;;TMP SOCCER srl;US Sassuolo;€2.00m;Mar 21, 2023;Nadir Zortea;ZORTEA N.;392966;27642;21;€2.00m;;Option to buy;Atalanta BC;Jun 30, 2025;;
Dec 28, 1995;Punta del Este;27;172;Uruguay / Italy;midfield - Central Midfield;right;Aug 9, 2019;Jun 30, 2024;;Oscar Bentancourt;Cagliari Calcio;€26.00m;Dec 12, 2019;Nahitan N ndez;NANDEZ N.;315063;11911;8;€5.00m;;;;;;
Apr 6, 1998;Embalse;25;175;Argentina;Defender - Right-Back;right;Jul 28, 2022;Jun 30, 2027;;;Atlético de Madrid;€24.00m;Mar 23, 2023;Nahuel Molina;MOLINA N.;424042;26571;16;€24.00m;;;;;;
Nov 17, 1986;Amadora;36;177;Portugal / Cape Verde;Attack - Left Winger;both;Jul 12, 2022;Jun 30, 2024;;PPSM;Melbourne Victory;€36.50m;Jun 24, 2012;Nani;NANI N.;33706;99999999;17;€500k;;;;;;
Feb 28, 1999;Zürich;24;179;Albania / Switzerland;midfield - Attacking Midfield;right;Jan 31, 2023;Jun 30, 2023;Nike;LIAN Sports Group;US Sassuolo;€10.00m;Oct 14, 2021;Nedim Bajrami;BAJRAMI N.;390177;24411;20;€8.00m;;Obligation to buy with conditions;FC Empoli;Jun 30, 2024;;
Jun 24, 2000;Hurlingham;22;184;Argentina;Defender - Centre-Back;right;Jul 29, 2022;Jun 30, 2027;;Universal Twenty Two;Udinese Calcio;€8.00m;Nov 11, 2022;Nehu n P rez;PEREZ N.;491693;27266;18;€8.00m;;;;;;
Sep 28, 2003;Massa;19;189;Italy;midfield - Central Midfield;right;Aug 31, 2022;Jun 30, 2025;;IntProFoot;Aquila Montevarchi 1902;€100k;Dec 28, 2021;Niccol  Pietra;PIETRA N.;632829;99999999;88;€75k;;;;;;
Feb 7, 1997;Cagliari;26;175;Italy;midfield - Central Midfield;right;Sep 1, 2020;Jun 30, 2026;Nike;;Inter Milan;€70.00m;Dec 28, 2021;Nicol  Barella;BARELLA N.;255942;8042;23;€70.00m;Nov 5, 2021;;;;;
Mar 23, 2003;Carrara;20;192;Italy;Defender - Centre-Back;right;Aug 31, 2022;Jun 30, 2023;;TMP SOCCER srl;Aquila Montevarchi 1902;€300k;Jun 7, 2022;Nicol  Bertola;BERTOLA N.;632831;99999999;6;€200k;;;Spezia Calcio;Jun 30, 2025;;
Feb 14, 1998;Negrar;25;191;Italy;Defender - Centre-Back;right;Jul 8, 2022;Jun 30, 2027;;M.A.R.A.T. Football Management;SS Lazio;€17.00m;Mar 21, 2023;Nicol  Casale;CASALE N.;389837;27654;15;€17.00m;;;;;;
Apr 4, 2003;Vasto;20;177;Italy;midfield - Attacking Midfield;left;Sep 1, 2020;Jun 30, 2026;Nike;P&P Sport Management S.A.M.;Cagliari Primavera;€250k;Jun 23, 2022;Nicol  Cavuoti;CAVUOTI N.;701842;99999999;10;€250k;Dec 22, 2022;;;;;
Dec 19, 2003;;19;;Italy;Defender - Centre-Back;;Jul 1, 2020;Jun 30, 2023;;;Udinese Primavera;€75k;Jun 23, 2022;Nicol  Cocetta;COCETTA N.;704692;99999999;4;€75k;Jul 1, 2022;;;;;
Feb 12, 2001;Piacenza;22;178;Italy;midfield - Central Midfield;right;Jan 1, 2021;Jun 30, 2026;Nike;PDP s.r.l.  Pasqualin D’Amico Partners;Juventus FC;€20.00m;Mar 21, 2023;Nicol  Fagioli;FAGIOLI N.;432090;99999999;44;€20.00m;Aug 10, 2022;;;;;
Dec 4, 2001;Segrate;21;179;Italy;midfield - Defensive Midfield;right;Aug 31, 2022;Jun 30, 2023;;Gr Sports;AC Monza;€12.00m;Nov 11, 2022;Nicol  Rovella;ROVELLA N.;525704;24518;6;€12.00m;;;Juventus FC;Jun 30, 2026;;
Jul 2, 1999;Massa;23;190;Italy;midfield - Attacking Midfield;left;Feb 8, 2023;Jun 30, 2027;Nike;Vigo Global Sport Services Srl;Galatasaray;€55.00m;Aug 25, 2020;Nicol  Zaniolo;ZANIOLO N.;392085;12764;17;€28.00m;;;;;;
Jun 28, 1998;Haedo;24;179;Argentina / Italy;midfield - Central Midfield;right;Aug 30, 2019;Jun 30, 2024;Nike;Interplayers;Bologna FC 1909;€17.50m;Dec 5, 2019;Nicol s Dom nguez;DOMINGUEZ N.;497291;24688;8;€15.00m;;;;;;
Apr 6, 1998;Belén de Escobar;25;180;Argentina / Italy;Attack - Left Winger;left;Jul 1, 2021;Jun 30, 2026;;Gea World;ACF Fiorentina;€28.00m;Mar 21, 2023;Nicol s Gonz lez;GONZALEZ N.;486031;19061;22;€28.00m;;;;;;
Jan 12, 1999;Montevideo;24;182;Uruguay / Italy;Attack - Left Winger;right;Jan 6, 2023;Dec 31, 2023;;no agent;La Luz Futbol Club;€1.00m;Jan 1, 2019;Nicol s Schiappacasse;SCHIAPPACASSE N.;345473;99999999;10;€300k;;;;;;
