Player,Team,Match,Competition,Position,Position Group,Season,Minutes Played,Minutes Played TIP,Minutes Played OTIP,Player ID,Birthdate,Date,Physicals Quality Check,Distance,M/min,Running Distance,HSR Distance,Sprinting Distance,HI Distance,Count HSR,Count Sprint,Count HI,Count Medium Acceleration,Count High Acceleration,Count Medium Deceleration,Count High Deceleration,PSV-99,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,Sprinting Distance TIP,HI Distance TIP,Count HSR TIP,Count Sprint TIP,Count HI TIP,Count Medium Acceleration TIP,Count High Acceleration TIP,Count Medium Deceleration TIP,Count High Deceleration TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,Sprinting Distance OTIP,HI Distance OTIP,Count HSR OTIP,Count Sprint OTIP,Count HI OTIP,Count Medium Acceleration OTIP,Count High Acceleration OTIP,Count Medium Deceleration OTIP,Count High Deceleration OTIP,matchday
Marash Kumbulla,Roma,Roma v Inter Milan,ITA - Serie A,LCB,Central Defender,2021/2022,62.4,14.63,27.72,19701,2000-02-08,2021-12-04,Passed,6581.0,105.46,713.0,152.0,36.0,188.0,20.0,2.0,22.0,66.0,4.0,64.0,8.0,26.2,1812.0,123.86,198.0,49.0,0.0,49.0,4.0,0.0,4.0,13.0,0.0,12.0,0.0,3471.0,125.22,430.0,97.0,27.0,124.0,11.0,1.0,12.0,43.0,2.0,29.0,3.0,16
Marcelo Brozovic,Inter Milan,Roma v Inter Milan,ITA - Serie A,DM,Midfield,2021/2022,94.74,41.8,24.51,6707,1992-11-16,2021-12-04,Passed,12722.0,134.28,2193.0,699.0,135.0,834.0,57.0,6.0,63.0,118.0,5.0,104.0,16.0,25.9,6241.0,149.31,1198.0,334.0,36.0,370.0,30.0,2.0,32.0,56.0,2.0,41.0,7.0,4106.0,167.52,840.0,322.0,97.0,419.0,26.0,3.0,29.0,39.0,2.0,28.0,4.0,16
Roger Ibanez,Roma,Roma v Inter Milan,ITA - Serie A,RWB,Full Back,2021/2022,94.74,24.51,41.8,24050,1998-11-23,2021-12-04,Passed,9894.0,104.43,1068.0,466.0,301.0,767.0,41.0,15.0,56.0,112.0,12.0,91.0,24.0,30.4,2860.0,116.69,428.0,163.0,78.0,241.0,13.0,4.0,17.0,24.0,2.0,19.0,2.0,5083.0,121.6,565.0,267.0,186.0,453.0,20.0,8.0,28.0,67.0,4.0,45.0,10.0,16
Eldor Shomurodov,Roma,Roma v Inter Milan,ITA - Serie A,CF,Forward,2021/2022,94.74,24.51,41.8,15739,1995-06-29,2021-12-04,Passed,11564.0,122.06,1905.0,716.0,238.0,954.0,70.0,15.0,85.0,99.0,13.0,106.0,17.0,28.1,3149.0,128.48,492.0,229.0,103.0,332.0,21.0,6.0,27.0,33.0,1.0,20.0,2.0,6021.0,144.04,1245.0,443.0,101.0,544.0,40.0,6.0,46.0,52.0,7.0,50.0,7.0,16
Gianluca Mancini,Roma,Roma v Inter Milan,ITA - Serie A,RCB,Central Defender,2021/2022,94.74,24.51,41.8,11626,1996-04-17,2021-12-04,Passed,10629.0,112.19,1248.0,540.0,178.0,718.0,45.0,8.0,53.0,107.0,7.0,89.0,22.0,27.7,3098.0,126.4,426.0,137.0,45.0,182.0,10.0,1.0,11.0,26.0,0.0,22.0,3.0,5471.0,130.89,671.0,341.0,94.0,435.0,28.0,5.0,33.0,64.0,3.0,43.0,8.0,16
Henrik Mkhitaryan,Roma,Roma v Inter Milan,ITA - Serie A,LM,Midfield,2021/2022,94.74,24.51,41.8,4287,1989-01-21,2021-12-04,Passed,11711.0,123.61,1921.0,727.0,177.0,904.0,57.0,6.0,63.0,113.0,4.0,100.0,18.0,29.6,3552.0,144.92,556.0,273.0,89.0,362.0,17.0,2.0,19.0,26.0,0.0,19.0,1.0,6185.0,147.97,1272.0,413.0,61.0,474.0,37.0,3.0,40.0,69.0,3.0,53.0,7.0,16
Ivan Perisic,Inter Milan,Roma v Inter Milan,ITA - Serie A,LWB,Full Back,2021/2022,94.74,41.8,24.51,4545,1989-02-02,2021-12-04,Passed,11058.0,116.72,1477.0,811.0,564.0,1375.0,51.0,25.0,76.0,94.0,11.0,85.0,28.0,31.7,4890.0,116.99,708.0,349.0,343.0,692.0,23.0,16.0,39.0,37.0,4.0,32.0,9.0,3758.0,153.33,634.0,382.0,188.0,570.0,22.0,7.0,29.0,41.0,4.0,25.0,6.0,16
Jordan Veretout,Roma,Roma v Inter Milan,ITA - Serie A,RM,Midfield,2021/2022,92.17,23.75,40.98,5324,1993-03-01,2021-12-04,Passed,11778.0,127.79,1893.0,577.0,119.0,696.0,51.0,4.0,55.0,111.0,9.0,99.0,20.0,27.0,3421.0,144.04,563.0,159.0,39.0,198.0,15.0,1.0,16.0,24.0,2.0,16.0,2.0,6283.0,153.32,1253.0,390.0,63.0,453.0,33.0,3.0,36.0,70.0,4.0,56.0,9.0,16
Hakan Calhanoglu,Inter Milan,Roma v Inter Milan,ITA - Serie A,LM,Midfield,2021/2022,84.57,37.58,20.76,4175,1994-02-08,2021-12-04,Passed,10557.0,124.83,1675.0,539.0,110.0,649.0,44.0,3.0,47.0,93.0,8.0,91.0,14.0,27.9,5253.0,139.78,912.0,283.0,43.0,326.0,21.0,1.0,22.0,37.0,2.0,34.0,4.0,3323.0,160.07,679.0,231.0,54.0,285.0,19.0,1.0,20.0,36.0,2.0,23.0,4.0,16
Milan Skriniar,Inter Milan,Roma v Inter Milan,ITA - Serie A,CB,Central Defender,2021/2022,94.74,41.8,24.51,7638,1995-02-11,2021-12-04,Passed,10078.0,106.38,1018.0,262.0,58.0,320.0,22.0,3.0,25.0,100.0,7.0,90.0,12.0,27.2,4914.0,117.56,531.0,113.0,20.0,133.0,8.0,1.0,9.0,44.0,2.0,38.0,4.0,3089.0,126.03,408.0,131.0,37.0,168.0,11.0,2.0,13.0,40.0,1.0,24.0,3.0,16
Joaquin Correa,Inter Milan,Roma v Inter Milan,ITA - Serie A,RF,Forward,2021/2022,59.92,26.98,14.0,5096,1994-08-13,2021-12-04,Passed,6877.0,114.77,1018.0,399.0,121.0,520.0,40.0,7.0,47.0,74.0,7.0,70.0,11.0,28.4,3436.0,127.35,622.0,236.0,75.0,311.0,24.0,4.0,28.0,36.0,3.0,27.0,3.0,1976.0,141.14,316.0,131.0,35.0,166.0,8.0,2.0,10.0,23.0,2.0,16.0,2.0,16
Nicolo Barella,Inter Milan,Roma v Inter Milan,ITA - Serie A,RM,Midfield,2021/2022,59.92,26.98,14.0,8042,1997-02-07,2021-12-04,Passed,7560.0,126.17,1235.0,435.0,138.0,573.0,33.0,8.0,41.0,53.0,2.0,59.0,6.0,30.3,3691.0,136.81,571.0,249.0,74.0,323.0,15.0,5.0,20.0,20.0,1.0,23.0,2.0,2352.0,168.0,603.0,157.0,52.0,209.0,14.0,2.0,16.0,21.0,1.0,14.0,1.0,16
Danilo D'Ambrosio,Inter Milan,Roma v Inter Milan,ITA - Serie A,RCB,Central Defender,2021/2022,94.74,41.8,24.51,2286,1988-09-09,2021-12-04,Passed,11048.0,116.61,1484.0,397.0,178.0,575.0,35.0,7.0,42.0,92.0,7.0,99.0,9.0,29.1,5296.0,126.7,809.0,158.0,14.0,172.0,14.0,1.0,15.0,42.0,1.0,50.0,2.0,3487.0,142.27,557.0,190.0,144.0,334.0,17.0,5.0,22.0,42.0,2.0,24.0,1.0,16
Matías Nicolás Viña Susperreguy,Roma,Roma v Inter Milan,ITA - Serie A,LWB,Full Back,2021/2022,94.74,24.51,41.8,32424,1997-11-09,2021-12-04,Passed,11392.0,120.24,1626.0,914.0,496.0,1410.0,56.0,16.0,72.0,105.0,13.0,81.0,29.0,30.8,3321.0,135.5,539.0,326.0,196.0,522.0,22.0,5.0,27.0,24.0,4.0,18.0,4.0,5743.0,137.39,914.0,481.0,257.0,738.0,27.0,8.0,35.0,66.0,5.0,42.0,10.0,16
Nicolo Zaniolo,Roma,Roma v Inter Milan,ITA - Serie A,RF,Forward,2021/2022,94.74,24.51,41.8,12764,1999-07-02,2021-12-04,Passed,11742.0,123.94,1605.0,596.0,268.0,864.0,57.0,15.0,72.0,113.0,8.0,109.0,28.0,30.7,3583.0,146.19,670.0,246.0,127.0,373.0,23.0,5.0,28.0,36.0,1.0,19.0,3.0,5808.0,138.95,820.0,315.0,107.0,422.0,24.0,6.0,30.0,56.0,4.0,55.0,14.0,16
Federico Dimarco,Inter Milan,Roma v Inter Milan,ITA - Serie A,LCB,Central Defender,2021/2022,17.68,6.82,5.63,19036,1997-11-10,2021-12-04,Passed,2063.0,116.69,334.0,109.0,15.0,124.0,13.0,0.0,13.0,18.0,2.0,18.0,6.0,24.5,937.0,137.39,159.0,71.0,15.0,86.0,6.0,0.0,6.0,8.0,0.0,9.0,1.0,708.0,125.75,148.0,38.0,0.0,38.0,5.0,0.0,5.0,10.0,0.0,0.0,1.0,16
Matias Vecino,Inter Milan,Roma v Inter Milan,ITA - Serie A,RM,Midfield,2021/2022,17.68,6.82,5.63,7199,1991-08-24,2021-12-04,Passed,2639.0,149.26,541.0,206.0,156.0,362.0,15.0,6.0,21.0,26.0,0.0,22.0,2.0,29.3,1131.0,165.84,256.0,124.0,56.0,180.0,8.0,2.0,10.0,8.0,0.0,3.0,1.0,1009.0,179.22,252.0,82.0,99.0,181.0,6.0,4.0,10.0,12.0,0.0,9.0,1.0,16
Stefano Sensi,Inter Milan,Roma v Inter Milan,ITA - Serie A,RF,Forward,2021/2022,10.17,4.2,3.75,11271,1995-08-05,2021-12-04,Passed,1649.0,162.14,357.0,124.0,21.0,145.0,13.0,1.0,14.0,15.0,0.0,17.0,0.0,24.7,695.0,165.48,130.0,55.0,0.0,55.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,593.0,158.13,187.0,68.0,16.0,84.0,6.0,1.0,7.0,9.0,0.0,6.0,0.0,16
Alexis Sanchez,Inter Milan,Roma v Inter Milan,ITA - Serie A,RF,Forward,2021/2022,34.82,14.82,10.5,579,1988-12-19,2021-12-04,Passed,3896.0,111.89,463.0,288.0,167.0,455.0,26.0,8.0,34.0,45.0,8.0,37.0,6.0,29.1,1861.0,125.57,275.0,175.0,143.0,318.0,15.0,6.0,21.0,17.0,2.0,11.0,1.0,1297.0,123.52,162.0,87.0,14.0,101.0,7.0,2.0,9.0,20.0,2.0,12.0,2.0,16
Arturo Vidal,Inter Milan,Roma v Inter Milan,ITA - Serie A,LM,Midfield,2021/2022,34.82,14.82,10.5,1091,1987-05-22,2021-12-04,Passed,4537.0,130.3,809.0,401.0,102.0,503.0,23.0,5.0,28.0,42.0,2.0,39.0,6.0,27.0,2056.0,138.73,358.0,158.0,70.0,228.0,9.0,2.0,11.0,15.0,1.0,15.0,2.0,1753.0,166.95,425.0,233.0,32.0,265.0,13.0,2.0,15.0,19.0,1.0,12.0,3.0,16
Edoardo Bove,Roma,Roma v Inter Milan,ITA - Serie A,RM,Midfield,2021/2022,32.33,9.87,14.07,34944,2002-05-16,2021-12-04,Passed,4870.0,150.63,939.0,435.0,101.0,536.0,29.0,5.0,34.0,34.0,3.0,41.0,9.0,26.0,1535.0,155.52,279.0,87.0,21.0,108.0,4.0,1.0,5.0,8.0,0.0,6.0,1.0,2529.0,179.74,556.0,330.0,79.0,409.0,22.0,4.0,26.0,20.0,2.0,21.0,4.0,16
Cristian Volpato,Roma,Roma v Inter Milan,ITA - Serie A,RM,Midfield,2021/2022,2.57,0.77,0.82,70784,2003-11-15,2021-12-04,Passed,396.0,154.09,62.0,31.0,0.0,31.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Alvaro Odriozola,Fiorentina,Bologna v Fiorentina,ITA - Serie A,RWB,Full Back,2021/2022,95.37,37.32,23.87,11358,1995-12-14,2021-12-05,Passed,12679.0,132.95,2131.0,973.0,683.0,1656.0,76.0,25.0,101.0,108.0,15.0,103.0,23.0,30.9,5801.0,155.44,1097.0,478.0,383.0,861.0,37.0,13.0,50.0,52.0,7.0,48.0,5.0,3922.0,164.31,792.0,385.0,245.0,630.0,31.0,11.0,42.0,36.0,3.0,21.0,7.0,16
Lucas Martinez,Fiorentina,Bologna v Fiorentina,ITA - Serie A,LCB,Central Defender,2021/2022,95.37,37.32,23.87,24949,1996-05-10,2021-12-05,Passed,11237.0,117.83,1556.0,443.0,105.0,548.0,40.0,5.0,45.0,76.0,6.0,71.0,12.0,26.9,4997.0,133.9,710.0,116.0,4.0,120.0,10.0,0.0,10.0,31.0,0.0,33.0,2.0,3658.0,153.25,694.0,277.0,86.0,363.0,26.0,5.0,31.0,37.0,1.0,19.0,3.0,16
Nikola Milenkovic,Fiorentina,Bologna v Fiorentina,ITA - Serie A,RCB,Central Defender,2021/2022,95.37,37.32,23.87,11816,1997-10-12,2021-12-05,Passed,10053.0,105.41,1138.0,340.0,95.0,435.0,31.0,6.0,37.0,75.0,7.0,64.0,13.0,28.0,4242.0,113.67,401.0,69.0,4.0,73.0,5.0,0.0,5.0,29.0,0.0,26.0,2.0,3578.0,149.9,656.0,246.0,85.0,331.0,23.0,6.0,29.0,37.0,3.0,21.0,3.0,16
Lorenzo De Silvestri,Bologna,Bologna v Fiorentina,ITA - Serie A,RWB,Full Back,2021/2022,62.3,14.52,26.09,6283,1988-05-23,2021-12-05,Passed,7395.0,118.7,1005.0,361.0,202.0,563.0,32.0,8.0,40.0,65.0,7.0,51.0,14.0,29.1,2192.0,150.96,425.0,139.0,103.0,242.0,10.0,4.0,14.0,15.0,1.0,9.0,2.0,3627.0,139.02,493.0,197.0,89.0,286.0,17.0,3.0,20.0,36.0,2.0,23.0,6.0,16
Mitchell Dijks,Bologna,Bologna v Fiorentina,ITA - Serie A,LWB,Full Back,2021/2022,62.3,14.52,26.09,7696,1993-02-09,2021-12-05,Passed,7254.0,116.44,884.0,446.0,224.0,670.0,42.0,9.0,51.0,57.0,11.0,55.0,15.0,29.9,2091.0,144.01,336.0,190.0,108.0,298.0,15.0,6.0,21.0,12.0,1.0,12.0,3.0,3716.0,142.43,483.0,217.0,105.0,322.0,22.0,3.0,25.0,34.0,3.0,24.0,7.0,16
Cristiano Biraghi,Fiorentina,Bologna v Fiorentina,ITA - Serie A,LWB,Full Back,2021/2022,85.19,33.95,19.85,2067,1992-09-01,2021-12-05,Passed,10192.0,119.64,1538.0,563.0,143.0,706.0,46.0,7.0,53.0,80.0,6.0,69.0,21.0,28.0,4700.0,138.44,829.0,269.0,64.0,333.0,22.0,2.0,24.0,35.0,1.0,30.0,5.0,3112.0,156.78,595.0,256.0,73.0,329.0,20.0,3.0,23.0,31.0,3.0,16.0,6.0,16
Mattias Svanberg,Bologna,Bologna v Fiorentina,ITA - Serie A,LM,Midfield,2021/2022,95.37,23.87,37.32,14056,1999-01-05,2021-12-05,Passed,11717.0,122.86,2120.0,769.0,189.0,958.0,61.0,13.0,74.0,93.0,4.0,104.0,24.0,27.9,3406.0,142.69,561.0,199.0,62.0,261.0,15.0,5.0,20.0,24.0,0.0,21.0,4.0,5966.0,159.86,1446.0,525.0,105.0,630.0,41.0,7.0,48.0,54.0,1.0,47.0,7.0,16
Giacomo Bonaventura,Fiorentina,Bologna v Fiorentina,ITA - Serie A,RM,Midfield,2021/2022,95.37,37.32,23.87,3879,1989-08-22,2021-12-05,Passed,10883.0,114.11,1644.0,585.0,162.0,747.0,47.0,8.0,55.0,88.0,4.0,75.0,15.0,28.0,4822.0,129.21,808.0,338.0,66.0,404.0,23.0,3.0,26.0,39.0,2.0,31.0,4.0,3766.0,157.77,753.0,213.0,76.0,289.0,22.0,3.0,25.0,31.0,1.0,20.0,4.0,16
Riccardo Sottil,Fiorentina,Bologna v Fiorentina,ITA - Serie A,LF,Forward,2021/2022,85.19,33.95,19.85,14066,1999-06-03,2021-12-05,Passed,8700.0,102.12,890.0,312.0,129.0,441.0,29.0,6.0,35.0,71.0,6.0,49.0,11.0,29.0,4012.0,118.17,532.0,194.0,82.0,276.0,17.0,4.0,21.0,44.0,4.0,22.0,3.0,2629.0,132.44,358.0,117.0,40.0,157.0,8.0,2.0,10.0,18.0,1.0,12.0,4.0,16
Dusan Vlahovic,Fiorentina,Bologna v Fiorentina,ITA - Serie A,CF,Forward,2021/2022,95.37,37.32,23.87,14068,2000-01-28,2021-12-05,Passed,10614.0,111.29,1304.0,610.0,275.0,885.0,51.0,14.0,65.0,81.0,11.0,82.0,27.0,29.8,4547.0,121.84,608.0,283.0,95.0,378.0,28.0,5.0,33.0,38.0,4.0,30.0,7.0,3647.0,152.79,609.0,284.0,138.0,422.0,17.0,5.0,22.0,30.0,3.0,25.0,7.0,16
Nicolas Gonzalez,Fiorentina,Bologna v Fiorentina,ITA - Serie A,RF,Forward,2021/2022,79.44,33.02,17.6,19061,1998-04-06,2021-12-05,Passed,8805.0,110.84,1155.0,603.0,403.0,1006.0,48.0,17.0,65.0,87.0,10.0,71.0,25.0,32.7,4229.0,128.07,657.0,291.0,254.0,545.0,23.0,11.0,34.0,40.0,3.0,29.0,6.0,2593.0,147.33,449.0,263.0,103.0,366.0,16.0,5.0,21.0,30.0,2.0,15.0,8.0,16
Nicola Sansone,Bologna,Bologna v Fiorentina,ITA - Serie A,RF,Forward,2021/2022,62.3,14.52,26.09,7985,1991-09-10,2021-12-05,Passed,8329.0,133.69,1111.0,478.0,159.0,637.0,44.0,8.0,52.0,63.0,3.0,56.0,10.0,27.9,2400.0,165.29,421.0,185.0,94.0,279.0,17.0,5.0,22.0,18.0,0.0,8.0,1.0,4205.0,161.17,656.0,288.0,63.0,351.0,23.0,2.0,25.0,34.0,2.0,31.0,3.0,16
Youssef Maleh,Fiorentina,Bologna v Fiorentina,ITA - Serie A,LM,Midfield,2021/2022,79.44,33.02,17.6,27653,1998-08-22,2021-12-05,Passed,9801.0,123.38,1658.0,729.0,178.0,907.0,59.0,9.0,68.0,72.0,4.0,71.0,10.0,28.6,4885.0,147.94,892.0,399.0,60.0,459.0,32.0,3.0,35.0,29.0,2.0,29.0,1.0,2922.0,166.02,671.0,299.0,90.0,389.0,24.0,4.0,28.0,25.0,2.0,16.0,2.0,16
Gary Medel,Bologna,Bologna v Fiorentina,ITA - Serie A,CB,Central Defender,2021/2022,72.45,16.79,28.77,3768,1987-08-03,2021-12-05,Passed,7371.0,101.74,833.0,318.0,125.0,443.0,25.0,8.0,33.0,60.0,5.0,48.0,11.0,28.8,2094.0,124.72,258.0,60.0,23.0,83.0,2.0,2.0,4.0,11.0,0.0,9.0,1.0,3679.0,127.88,459.0,221.0,90.0,311.0,19.0,4.0,23.0,38.0,1.0,23.0,4.0,16
Roberto Soriano,Bologna,Bologna v Fiorentina,ITA - Serie A,RM,Midfield,2021/2022,95.37,23.87,37.32,9145,1991-02-08,2021-12-05,Passed,12265.0,128.6,2400.0,653.0,80.0,733.0,58.0,5.0,63.0,85.0,5.0,86.0,12.0,25.3,3422.0,143.36,699.0,131.0,8.0,139.0,12.0,0.0,12.0,19.0,0.0,17.0,2.0,6311.0,169.11,1544.0,500.0,62.0,562.0,42.0,4.0,46.0,51.0,2.0,41.0,6.0,16
Musa Barrow,Bologna,Bologna v Fiorentina,ITA - Serie A,CF,Forward,2021/2022,95.37,23.87,37.32,14078,1998-11-14,2021-12-05,Passed,11846.0,124.21,1697.0,995.0,314.0,1309.0,75.0,20.0,95.0,87.0,9.0,84.0,22.0,29.0,3611.0,151.28,594.0,425.0,138.0,563.0,32.0,10.0,42.0,29.0,2.0,18.0,3.0,5601.0,150.08,976.0,477.0,141.0,618.0,36.0,6.0,42.0,45.0,3.0,38.0,9.0,16
Arthur Theate,Bologna,Bologna v Fiorentina,ITA - Serie A,LCB,Central Defender,2021/2022,95.37,23.87,37.32,32269,2000-05-25,2021-12-05,Passed,10472.0,109.8,1185.0,408.0,143.0,551.0,36.0,8.0,44.0,83.0,4.0,70.0,13.0,29.5,2962.0,124.09,361.0,56.0,4.0,60.0,4.0,0.0,4.0,20.0,0.0,17.0,2.0,5134.0,137.57,678.0,316.0,118.0,434.0,26.0,7.0,33.0,53.0,1.0,33.0,4.0,16
Adama Soumaoro,Bologna,Bologna v Fiorentina,ITA - Serie A,RCB,Central Defender,2021/2022,95.37,23.87,37.32,217,1992-06-18,2021-12-05,Passed,10481.0,109.9,1197.0,393.0,70.0,463.0,35.0,4.0,39.0,79.0,3.0,75.0,15.0,27.1,2799.0,117.26,259.0,55.0,10.0,65.0,4.0,0.0,4.0,19.0,0.0,17.0,2.0,5317.0,142.47,825.0,300.0,49.0,349.0,27.0,3.0,30.0,49.0,2.0,39.0,4.0,16
Lucas Torreira,Fiorentina,Bologna v Fiorentina,ITA - Serie A,DM,Midfield,2021/2022,85.19,33.95,19.85,11341,1996-02-11,2021-12-05,Passed,10616.0,124.62,1758.0,366.0,86.0,452.0,37.0,3.0,40.0,82.0,4.0,68.0,11.0,26.9,5074.0,149.46,884.0,117.0,0.0,117.0,15.0,0.0,15.0,36.0,1.0,23.0,3.0,3321.0,167.3,778.0,224.0,68.0,292.0,21.0,2.0,23.0,31.0,2.0,19.0,3.0,16
Nicolas Dominguez,Bologna,Bologna v Fiorentina,ITA - Serie A,DM,Midfield,2021/2022,78.92,17.6,33.02,24688,1998-06-28,2021-12-05,Passed,10689.0,135.44,2107.0,455.0,119.0,574.0,34.0,5.0,39.0,78.0,2.0,72.0,16.0,27.0,2575.0,146.31,375.0,96.0,11.0,107.0,9.0,1.0,10.0,15.0,0.0,11.0,1.0,6100.0,184.74,1626.0,348.0,98.0,446.0,25.0,4.0,29.0,44.0,1.0,38.0,7.0,16
Andreas Olsen,Bologna,Bologna v Fiorentina,ITA - Serie A,RWB,Full Back,2021/2022,33.07,9.33,11.22,16470,1999-12-29,2021-12-05,Passed,4252.0,128.58,818.0,319.0,182.0,501.0,29.0,6.0,35.0,41.0,3.0,34.0,12.0,30.4,1421.0,152.3,297.0,117.0,66.0,183.0,11.0,2.0,13.0,10.0,1.0,7.0,3.0,1787.0,159.27,410.0,154.0,92.0,246.0,13.0,3.0,16.0,18.0,1.0,14.0,3.0,16
Riccardo Orsolini,Bologna,Bologna v Fiorentina,ITA - Serie A,RF,Forward,2021/2022,33.07,9.33,11.22,14048,1997-01-24,2021-12-05,Passed,4063.0,122.86,626.0,254.0,86.0,340.0,23.0,4.0,27.0,32.0,1.0,25.0,6.0,30.2,1347.0,144.37,234.0,120.0,40.0,160.0,8.0,3.0,11.0,11.0,1.0,6.0,1.0,1672.0,149.02,330.0,102.0,40.0,142.0,10.0,1.0,11.0,11.0,0.0,9.0,2.0,16
Kevin Bonifazi,Bologna,Bologna v Fiorentina,ITA - Serie A,CB,Central Defender,2021/2022,22.92,7.07,8.53,14189,1996-05-19,2021-12-05,Passed,2746.0,119.81,387.0,94.0,29.0,123.0,8.0,1.0,9.0,21.0,2.0,21.0,5.0,27.1,960.0,135.79,136.0,22.0,11.0,33.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,1256.0,147.25,204.0,72.0,18.0,90.0,6.0,1.0,7.0,13.0,0.0,7.0,1.0,16
Jose Maria Callejon,Fiorentina,Bologna v Fiorentina,ITA - Serie A,RF,Forward,2021/2022,15.93,4.28,6.25,5422,1987-02-11,2021-12-05,Passed,2015.0,126.49,243.0,139.0,130.0,269.0,10.0,4.0,14.0,21.0,1.0,14.0,8.0,30.3,552.0,128.97,69.0,56.0,11.0,67.0,4.0,0.0,4.0,5.0,0.0,0.0,1.0,980.0,156.8,173.0,63.0,108.0,171.0,5.0,2.0,7.0,9.0,1.0,6.0,4.0,16
Aaron Hickey,Bologna,Bologna v Fiorentina,ITA - Serie A,LWB,Full Back,2021/2022,33.07,9.33,11.22,25002,2002-06-10,2021-12-05,Passed,4058.0,122.71,608.0,267.0,152.0,419.0,20.0,5.0,25.0,34.0,2.0,35.0,8.0,29.5,1298.0,139.12,207.0,102.0,36.0,138.0,6.0,2.0,8.0,9.0,1.0,9.0,2.0,1759.0,156.77,372.0,130.0,88.0,218.0,12.0,3.0,15.0,16.0,0.0,12.0,2.0,16
Riccardo Saponara,Fiorentina,Bologna v Fiorentina,ITA - Serie A,LW,Winger,2021/2022,10.18,3.35,4.0,9016,1991-12-21,2021-12-05,Passed,1518.0,149.12,297.0,133.0,38.0,171.0,11.0,2.0,13.0,12.0,1.0,13.0,1.0,27.7,603.0,180.0,142.0,70.0,21.0,91.0,5.0,0.0,5.0,4.0,0.0,2.0,1.0,683.0,170.75,140.0,50.0,17.0,67.0,3.0,1.0,4.0,5.0,0.0,4.0,0.0,16
Aleksa Terzic,Fiorentina,Bologna v Fiorentina,ITA - Serie A,LWB,Full Back,2021/2022,10.18,3.35,4.0,12351,1999-08-17,2021-12-05,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Sofyan Amrabat,Fiorentina,Bologna v Fiorentina,ITA - Serie A,CB,Central Defender,2021/2022,10.18,3.35,4.0,9927,1996-08-21,2021-12-05,Passed,1295.0,127.21,225.0,44.0,18.0,62.0,5.0,1.0,6.0,7.0,1.0,8.0,2.0,28.0,564.0,168.36,94.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,583.0,145.75,111.0,28.0,18.0,46.0,4.0,1.0,5.0,6.0,0.0,1.0,1.0,16
Alfred Duncan,Fiorentina,Bologna v Fiorentina,ITA - Serie A,LM,Midfield,2021/2022,15.93,4.28,6.25,587,1993-03-10,2021-12-05,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Emanuel Vignato,Bologna,Bologna v Fiorentina,ITA - Serie A,LM,Midfield,2021/2022,16.45,6.25,4.28,14119,2000-08-24,2021-12-05,Passed,2092.0,127.17,390.0,108.0,21.0,129.0,10.0,1.0,11.0,20.0,1.0,14.0,4.0,25.3,888.0,142.08,164.0,71.0,12.0,83.0,6.0,0.0,6.0,7.0,0.0,5.0,1.0,699.0,163.32,198.0,26.0,8.0,34.0,2.0,1.0,3.0,4.0,0.0,2.0,1.0,16
Abdoulaye Toure,Genoa,Juventus v Genoa,ITA - Serie A,RM,Midfield,2021/2022,58.8,13.6,25.53,128,1994-03-03,2021-12-05,Passed,7597.0,129.2,1625.0,376.0,77.0,453.0,34.0,1.0,35.0,81.0,3.0,73.0,14.0,29.6,1774.0,130.44,363.0,89.0,11.0,100.0,10.0,0.0,10.0,10.0,1.0,11.0,1.0,4262.0,166.94,1146.0,286.0,62.0,348.0,22.0,0.0,22.0,44.0,1.0,35.0,6.0,16
Federico Bernardeschi,Juventus,Juventus v Genoa,ITA - Serie A,LW,Winger,2021/2022,83.88,34.35,19.36,3333,1994-02-16,2021-12-05,Passed,9876.0,117.74,1508.0,694.0,366.0,1060.0,58.0,17.0,75.0,87.0,7.0,81.0,17.0,30.0,4768.0,138.81,821.0,362.0,271.0,633.0,31.0,10.0,41.0,44.0,3.0,31.0,5.0,2773.0,143.23,566.0,292.0,89.0,381.0,23.0,6.0,29.0,24.0,2.0,18.0,5.0,16
Alvaro Morata,Juventus,Juventus v Genoa,ITA - Serie A,CF,Forward,2021/2022,73.6,29.82,17.45,646,1992-10-23,2021-12-05,Passed,8187.0,111.24,1150.0,586.0,237.0,823.0,48.0,10.0,58.0,70.0,6.0,67.0,19.0,29.5,3848.0,129.04,576.0,369.0,182.0,551.0,28.0,6.0,34.0,34.0,3.0,26.0,7.0,2521.0,144.47,517.0,198.0,50.0,248.0,16.0,3.0,19.0,15.0,0.0,12.0,3.0,16
